,species,gender,age,weight,breed,drug,outcome,date_in,react_term_code,react_term_name,first_exp_da,last_exp_da,admin_by,route,dosage_form
608,Dog,Female,7.00,31.298,Retriever - Labrador,Florfenicol,Outcome Unknown,20151008,1039,Lack of efficacy - NOS,20150911,20150917,Veterinarian,Auricular (Otic),Gel
609,Dog,Female,8.00,40.823,Retriever - Labrador,Melarsomine Dihydrochloride Injection,Outcome Unknown,20150323,855,Panting,20150323,20150323,Veterinarian,Intramuscular,Suspension
610,Horse,Female,4.00,408.230,Tennessee Walking Horse,Praziquantel; Moxidectin,Recovered/Normal,20150903,541,Not drinking,20150605,20150605,Animal Owner,Oral,Gel
611,Dog,Male,15.00,23.587,Chow Chow,Spinosad,Euthanized,20160801,981,Death by euthanasia,20151001,20160101,Animal Owner,Oral,"Tablet, chewable"
612,Dog,Male,12.00,7.031,Maltese,Spinosad,Outcome Unknown,20150929,1039,Lack of efficacy - NOS,20110701,20150917,Animal Owner,Oral,"Tablet, chewable"
613,Dog,Unknown,11.00,0,Dog (unknown),Spinosad,Unknown,20101201,642,Convulsion,,,Unknown,Oral,"Tablet, chewable"
614,Dog,Male,2.00,29.030,Terrier - Bull,Spinosad,Outcome Unknown,20170313,99115,"INEFFECTIVE, HEARTWORM LARVAE",20160501,201703,Animal Owner,Oral,"Tablet, chewable"
615,Dog,Male,14.00,9.072,Schnauzer - Miniature,Afoxolaner,Died,20161129,334,Vomiting,20161011,20161111,Unknown,Oral,"Tablet, chewable"
616,Cat,Unknown,0,0,Cat (other),Maropitant Citrate,Outcome Unknown,20160726,645,Seizure NOS,20160101,,Animal Owner,Oral,Tablet
617,Dog,Male,6.00,16.000,Beagle,Ivermectin,Outcome Unknown,20150702,2798,Lack of efficacy (endoparasite) - hookworm,20130701,20150609,Unknown,Oral,Tablet
618,Dog,Female,3.00,33.203,Shepherd Dog - German,Spinosad,Outcome Unknown,20151130,99115,"INEFFECTIVE, HEARTWORM LARVAE",20120821,201510,Animal Owner,Oral,"Tablet, chewable"
619,Dog,Female,14.00,18.230,American Pit Bull Terrier,"Milbemycin Oxime, Lufenuron",Outcome Unknown,20151019,2801,Lack of efficacy (endoparasite) - whipworm,20151003,20151003,Animal Owner,Oral,Tablet
620,Dog,Female,5.00,23.179,Retriever - Golden,Ivermectin,Ongoing,20170608,305,Digestive tract disorder NOS,20160801,20170606,Unknown,Oral,"Tablet, chewable"
621,Dog,Female,4.00,26.762,Boxer (German Boxer),Afoxolaner,Outcome Unknown,20160329,334,Vomiting,20150301,20160328,Animal Owner,Oral,"Tablet, chewable"
622,Dog,Unknown,0,8.160,Dog (unknown),Amikacin Sulfate,Recovered/Normal,20150623,720,Renal failure,20150619,20150623,Veterinarian,Unknown,Solution
623,Dog,Male,12.00,17.781,"['Spaniel - Cocker American', 'Poodle (unspecified)']",Ivermectin,Outcome Unknown,20170321,305,Digestive tract disorder NOS,20040816,20170301,Unknown,Oral,"Tablet, chewable"
624,Dog,Male,2.00,27.896,Poodle - Standard,Ivermectin,Outcome Unknown,20180213,2656,Lack of efficacy (endoparasite) - roundworm NOS,20171219,20180117,Animal Owner,Oral,"Tablet, chewable"
625,Cat,Female,11.00,1.134,Cat (unknown),Praziquantel,Recovered/Normal,20171213,2657,Lack of efficacy (endoparasite) - tapeworm,20171009,20171009,Veterinarian,Topical,Solution
626,Dog,Male,22.00,9.525,"['Retriever - Golden', 'Poodle - Miniature']",Spinosad,Recovered/Normal,20160816,334,Vomiting,20160601,20160815,Animal Owner,Oral,"Tablet, chewable"
627,Cattle,Unknown,2.00,566.990,Aberdeen Angus,Ivermectin 0.5% Pour-On Topical Solution,Outcome Unknown,20160208,1507,Hair loss NOS,20141218,20141218,Unknown,Unknown,Solution
628,Cat,Male,13.00,3.765,Domestic Longhair,Spinosad,Ongoing,20161201,998,Decreased appetite,20161129,20161129,Animal Owner,Oral,"Tablet, chewable"
629,Dog,Female,8.00,11.657,Beagle,Ivermectin,Recovered with Sequela,20171019,99115,"INEFFECTIVE, HEARTWORM LARVAE",20150818,20171001,Unknown,Oral,"Tablet, chewable"
630,Dog,Male,2.00,14.061,Shepherd Dog - German,Melarsomine Dihydrochloride Injection,Outcome Unknown,20170107,999,Inappetence,20170104,20170105,Unknown,Intramuscular,Suspension
631,Dog,Unknown,0,0,Dog (unknown),Sarolaner,Ongoing,20180302,99144,"INEFFECTIVE, SARCOPTES MITES",,,Animal Owner,Oral,"Tablet, chewable"
632,Cat,Female,8.00,1.810,Cat (unknown),Praziquantel,Outcome Unknown,20170802,293,Hypersalivation,20170802,20170802,Animal Owner,Topical,Solution
633,Dog,Female,8.00,4.536,Dog (unknown),Pyrantel Pamoate,Outcome Unknown,20180814,334,Vomiting,20180813,20180813,Patient,Oral,"Tablet, chewable"
634,Dog,Male,10.00,7.257,Schnauzer - Miniature,Maropitant Citrate,Ongoing,20160718,999,Inappetence,20160716,,Animal Owner,Oral,Tablet
635,Dog,Male,4.00,6.940,Shih Tzu,Ivermectin,Outcome Unknown,20160505,305,Digestive tract disorder NOS,20120329,20160423,Unknown,Oral,"Tablet, chewable"
636,Cattle,Female,0,181.437,Mixed (Cattle),Tulathromycin,Died,20160114,1039,Lack of efficacy - NOS,20151207,20160108,Animal Owner,Subcutaneous,Injection
637,Dog,Female,3.00,43.091,Shepherd Dog - German,Ivermectin,Recovered with Sequela,20170315,202,Cardiac disorder NOS,20160608,20170301,Unknown,Oral,"Tablet, chewable"
638,Dog,Female,6.00,27.714,Retriever - Labrador,Afoxolaner,Recovered/Normal,20170406,334,Vomiting,20160114,20170406,Unknown,Oral,"Tablet, chewable"
639,Dog,Female,0,27.216,Pit Bull,Spinosad,Outcome Unknown,20170504,2649,Lack of efficacy (ectoparasite) - flea,20150701,20170416,Animal Owner,Oral,"Tablet, chewable"
640,Dog,Female,11.00,2.722,Maltese,Afoxolaner,Outcome Unknown,20171002,315,Bloody diarrhoea,20170922,20170922,Unknown,Oral,"Tablet, chewable"
641,Dog,Female,12.50,12.701,Shepherd Dog - German,"Milbemycin Oxime, Lufenuron",Euthanized,20160909,645,Seizure NOS,20160908,20160908,Animal Owner,Oral,Tablet
642,Dog,Male,5.00,31.479,Crossbred Canine/dog,Ivermectin,Recovered with Sequela,20190430,2430,Lack of efficacy (endoparasite) - heartworm,20180324,20190401,Animal Owner,Oral,"Tablet, chewable"
643,Dog,Female,8.00,29.484,Collie - Border,Ivermectin,Outcome Unknown,20180510,99112,"INEFFECTIVE, HOOKS",20100501,20180501,Animal Owner,Oral,"Tablet, chewable"
644,Dog,Female,7.00,11.090,Crossbred Canine/dog,Desoxycorticosterone Pivalate,Outcome Unknown,20180924,91,Injection site swelling,20180421,20180921,Veterinarian,Subcutaneous,"Injection, suspension"
645,Dog,Female,0,0,Pug,Oclacitinib Maleate,Outcome Unknown,20180213,99090,"INEFFECTIVE, ATOPY CONTROL",20150213,,Animal Owner,Oral,Tablet
646,Dog,Male,3.75,29.937,Shepherd Dog (unspecified),Spinosad,Recovered/Normal,20180627,334,Vomiting,20180501,20180501,Animal Owner,Oral,"Tablet, chewable"
647,Dog,Female,5.00,15.876,Sheepdog - Shetland,Oclacitinib Maleate,Ongoing,20180329,645,Seizure NOS,20180131,20180330,Animal Owner,Oral,Tablet
648,Dog,Female,10.00,13.154,Beagle,Ivermectin,Outcome Unknown,20180718,99112,"INEFFECTIVE, HOOKS",20171004,20180620,Animal Owner,Oral,"Tablet, chewable"
649,Dog,Female,6.00,24.948,Crossbred Canine/dog,Lotilaner,Recovered/Normal,20181112,334,Vomiting,20181112,20181112,Other,Oral,"Tablet, chewable"
650,Dog,Male,6.00,35.471,"Deutsche Dogge, Great Dane",Afoxolaner,Outcome Unknown,20180911,302,Diarrhoea,20180430,20180829,Animal Owner,Oral,"Tablet, chewable"
651,Dog,Male,6.00,19.958,Retriever - Golden,Spinosad,Ongoing,20171114,334,Vomiting,20130101,20170801,Animal Owner,Oral,"Tablet, chewable"
652,Dog,Male,4.00,31.751,Pointer (unspecified),Afoxolaner,Outcome Unknown,20200117,2648,Lack of efficacy (bacteria) - NOS,20181221,20191221,Animal Owner,Oral,"Tablet, chewable"
653,Dog,Female,1.00,34.019,Shepherd Dog - German,Oclacitinib Maleate,Outcome Unknown,20190507,113,Aggression,20190430,20190506,Animal Owner,Oral,Tablet
654,Dog,Male,7.00,18.144,Corgi - Welsh Cardigan,Milbemycin Oxime,Outcome Unknown,20180222,2656,Lack of efficacy (roundworm),20160330,20180201,Animal Owner,Oral,"Tablet, chewable"
655,Dog,Unknown,0,0,Dog (unknown),Selamectin,Euthanized,20200518,1018,Lethargy (see also Central nervous system depression in 'Neurological'),20200518,20200518,Unknown,Unknown,Solution
656,Dog,Female,10.00,2.631,Chihuahua,Imidacloprid,Outcome Unknown,20190121,1942,Elevated liver enzymes,20190115,20190115,Animal Owner,Topical,Solution
657,Cat,Male,12.00,0,Domestic Mediumhair,Cyclosporine,Euthanized,20190311,263,Abdominal pain,201902,20190304,Animal Owner,Oral,Solution
658,Dog,Male,2.00,37.648,Retriever - Golden,Milbemycin Oxime,Outcome Unknown,20190708,2430,Lack of efficacy (endoparasite) - heartworm,20170901,20190601,Animal Owner,Oral,"Tablet, chewable"
659,Dog,Male,10.00,4.990,Chihuahua,Afoxolaner,Outcome Unknown,20200708,958,Itching,20200613,20200613,Animal Owner,Oral,"Tablet, chewable"
660,Dog,Male,0,0,Spitz - German Pomeranian,Afoxolaner,Outcome Unknown,20190503,2649,Lack of efficacy (ectoparasite) - flea,20190204,20190404,Animal Owner,Oral,"Tablet, chewable"
661,Dog,Female,4.00,27.261,Spaniel (unspecified),Afoxolaner,Outcome Unknown,20200918,1018,Lethargy (see also Central nervous system depression in 'Neurological'),20200629,20200629,Animal Owner,Oral,"Tablet, chewable"
662,Dog,Male,21.00,37.648,Hound - Basset,Ivermectin,Outcome Unknown,20210506,2430,Lack of efficacy (endoparasite) - heartworm,20200316,20210501,Animal Owner,Oral,"Tablet, chewable"
663,Cat,Female,6.00,.907,Domestic Shorthair,Praziquantel,Outcome Unknown,20200729,645,Seizure NOS,20200728,20200728,Animal Owner,Oral,Tablet
664,Dog,Female,22.00,5.307,Crossbred Canine/dog,Moxidectin,Ongoing,20191030,2430,Lack of efficacy (endoparasite) - heartworm,20181107,20190507,Unknown,Subcutaneous,Suspension
665,Dog,Male,5.00,46.221,Retriever - Golden,Ivermectin,Outcome Unknown,20210113,1050,Weight gain,20160102,20210102,Animal Owner,Oral,"Tablet, chewable"
666,Cat,Male,3.00,0,Domestic Shorthair,Cefovecin,Ongoing,20200903,996,Anorexia,20200902,20200902,Veterinarian,Subcutaneous,Injection
667,Dog,Male,13.00,58.970,Dog (other),Meloxicam,Outcome Unknown,20080513,855,Panting,20071201,20080430,Animal Owner,Oral,Suspension
668,Dog,Male,2.50,33.566,Shepherd Dog - German,Spinosad,Outcome Unknown,20190129,2430,Lack of efficacy (endoparasite) - heartworm,20161101,20181201,Animal Owner,Oral,"Tablet, chewable"
669,Dog,Male,3.00,34.927,Pit Bull,Milbemycin Oxime,Ongoing,20200113,654,Ataxia,20200109,20200109,Animal Owner,Oral,"Tablet, chewable"
670,Dog,Female,13.00,17.373,Bulldog,Florfenicol,Outcome Unknown,20191119,654,Ataxia,20191112,20191112,Veterinarian,Unknown,Solution
671,Human,Male,0,0,Unknown,Fluralaner Spot-On Solution,Recovered/Normal,20190715,2200,Application site skin change NOS,2019,2019,Patient,Topical,Solution
672,Dog,Female,8.00,43.998,Retriever - Labrador,Milbemycin Oxime,Outcome Unknown,20201104,1018,Lethargy (see also Central nervous system depression in 'Neurological'),20200610,20201103,Animal Owner,Oral,"Tablet, chewable"
673,Dog,Female,10.00,17.146,Beagle,Milbemycin Oxime,Outcome Unknown,20181009,99115,"INEFFECTIVE, HEARTWORM LARVAE",20170502,20180901,Animal Owner,Oral,"Tablet, chewable"
674,Dog,Female,5.00,2.948,Chihuahua,Spinosad,Recovered/Normal,20200210,334,Vomiting,20180601,20200209,Animal Owner,Oral,"Tablet, chewable"
675,Dog,Female,17.00,12.247,Crossbred Canine/dog,Ivermectin,Outcome Unknown,20191009,99112,"INEFFECTIVE, HOOKS",20191001,20191001,Animal Owner,Oral,"Tablet, chewable"
676,Cat,Female,11.00,3.742,Domestic Shorthair,Capromorelin Tartrate,Ongoing,20210308,334,Vomiting,20201115,20201215,Animal Owner,Oral,Solution
677,Dog,Female,5.00,13.608,Crossbred Canine/dog,Milbemycin Oxime,Outcome Unknown,20191203,334,Vomiting,20191202,20191202,Animal Owner,Oral,"Tablet, chewable"
678,Dog,Female,6.00,32.386,"['Shepherd Dog - German', 'Collie (unspecified)']",Ivermectin,Outcome Unknown,20200311,2656,Lack of efficacy (endoparasite) - roundworm NOS,20191114,20191114,Animal Owner,Oral,"Tablet, chewable"
679,Dog,Female,17.00,26.490,Retriever - Labrador,Ivermectin,Outcome Unknown,20190320,99112,"INEFFECTIVE, HOOKS",20180122,20180221,Animal Owner,Oral,"Tablet, chewable"
680,Cat,Female,7.00,4.536,Domestic Shorthair,Cyclosporine,Outcome Unknown,20200113,1039,Lack of efficacy - NOS,20191230,20200112,Animal Owner,Oral,Solution
681,Dog,Male,9.00,5.262,Terrier - West Highland White,Ivermectin,Ongoing,20200623,2656,Lack of efficacy (endoparasite) - roundworm NOS,20200601,20200601,Animal Owner,Oral,"Tablet, chewable"
682,Dog,Male,10.00,8.165,Pug,Insulin Injectable Vial,Recovered with Sequela,20190604,99110,"INEFFECTIVE, GLYCEMIC CONTROL",20160604,,Animal Owner,Subcutaneous,Suspension
683,Dog,Unknown,0,0,Dog (unknown),Grapiprant,Outcome Unknown,20200721,302,Diarrhoea,20200701,20200701,Animal Owner,Oral,Tablet
684,Dog,Male,6.00,28.576,Retriever - Labrador,Milbemycin Oxime,Outcome Unknown,20190205,99112,"INEFFECTIVE, HOOKS",20130701,20190104,Animal Owner,Oral,"Tablet, chewable"
685,Pig,Female,0,0,Commercial hybrid,Pregnyl/Gestyl 200/400,Outcome Unknown,20200610,2030,Congenital disorder NOS,1968,2009,Other,Unknown,Solution
686,Human,Male,57.00,0,Unknown,Enrofloxacin,Recovered/Normal,20190703,86,Injection site lesion,20190703,20190703,Other,Other,Solution
687,Dog,Female,2.50,6.100,Unknown,Carprofen,Outcome Unknown,20210818,335,Emesis,20210811,20210815,Animal Owner,Oral,"Tablet, chewable"
688,Dog,Male,8.00,11.340,Sheepdog - Shetland,Fluralaner 13.64% Chew Tablets,Recovered/Normal,20200504,334,Vomiting,2019,20200503,Animal Owner,Oral,"Tablet, chewable"
689,Dog,Male,5.00,20.956,Crossbred Canine/dog,Spinosad,Recovered/Normal,20200701,334,Vomiting,20200701,20200701,Animal Owner,Oral,"Tablet, chewable"
690,Dog,Female,7.00,22.680,Boxer (German Boxer),Acepromazine Maleate,Recovered/Normal,20190919,1464,Facial palsy,20190914,20190914,Animal Owner,Oral,Tablet
691,Dog,Male,11.00,9.979,Doberman Pinscher,Pyrantel Pamoate;Sarolaner,Outcome Unknown,20201221,657,Stumbling gait,20201215,20201215,Animal Owner,Oral,"Tablet, chewable"
692,Dog,Male,5.00,5.330,"['Terrier - Yorkshire', 'Dog (unknown)']",Spinosad,Recovered/Normal,20130429,334,Vomiting,20130301,20130401,Animal Owner,Oral,"Tablet, chewable"
693,Dog,Male,2.00,72.575,"Deutsche Dogge, Great Dane",Ivermectin,Ongoing,20210328,1745,Muscle shaking,20210327,20210327,Animal Owner,Oral,"Tablet, chewable"
694,Dog,Female,13.00,22.230,"Cattle Dog - Australian (blue heeler, red heeler, Queensland cattledog)",Cyclosporine A,Outcome Unknown,20120329,1221,Other abnormal test result NOS,20111208,20120327,Animal Owner,Oral,Capsule
695,Dog,Female,1.30,6.440,"['Poodle (unspecified)', 'Terrier (unspecified)']",Spinosad,Recovered/Normal,20110826,125,Self trauma,20110825,20110825,Animal Owner,Oral,"Tablet, chewable"
696,Dog,Unknown,0,0,Dog (unknown),Spinosad,Outcome Unknown,20120418,1039,Lack of efficacy - NOS,20120101,20120101,Animal Owner,Oral,"Tablet, chewable"
697,Dog,Female,8.00,4.540,Terrier - Jack Russell,Spinosad,Outcome Unknown,20130731,2649,Lack of efficacy (ectoparasite) - flea,20130701,20130701,Animal Owner,Oral,"Tablet, chewable"
698,Dog,Male,3.00,36.020,Retriever (unspecified),Spinosad,Outcome Unknown,20111230,884,Cough,20111228,20111228,Animal Owner,Oral,"Tablet, chewable"
699,Dog,Male,8.00,29.484,"['Great Pyrenees', 'Dog (unknown)']",Pyrantel Pamoate;Sarolaner,Ongoing,20210603,2798,Lack of efficacy (endoparasite) - hookworm,20210415,20210515,Animal Owner,Oral,"Tablet, chewable"
700,Dog,Male,9.00,6.940,Terrier - West Highland White,Imidacloprid,Outcome Unknown,20210104,334,Vomiting,20201230,20201230,Animal Owner,Topical,Solution
701,Dog,Male,3.00,31.298,Coonhound - Black and Tan,Melarsomine Dihydrochloride,Outcome Unknown,20200310,91,Injection site swelling,20200309,20200309,Veterinarian,Intramuscular,Suspension
702,Dog,Male,8.00,24.948,"['Collie - Border', 'Dog (unknown)']",Milbemycin Oxime,Ongoing,20200417,302,Diarrhoea,20180101,20200416,Animal Owner,Oral,"Tablet, chewable"
703,Dog,Unknown,0,0,Dog (unknown),Nitenpyram,Outcome Unknown,20210709,2649,Lack of efficacy (ectoparasite) - flea,20210615,20210701,Animal Owner,Oral,Tablet
704,Dog,Unknown,0,0,Dog (unknown),Spinosad,Outcome Unknown,20200504,334,Vomiting,20200101,20200101,Unknown,Unknown,"Tablet, chewable"
705,Dog,Male,9.00,7.484,Schnauzer (unspecified),Ivermectin,Ongoing,20200618,2656,Lack of efficacy (endoparasite) - roundworm NOS,20200531,20200531,Animal Owner,Oral,"Tablet, chewable"
706,Dog,Male,9.60,12.701,"['Retriever - Labrador', 'Poodle (unspecified)']",Sarolaner,Outcome Unknown,20210706,1971,Hair shedding,20210612,20210612,Animal Owner,Oral,"Tablet, chewable"
707,Horse,Male,0,0,Quarter Horse,Moxidectin,Recovered/Normal,20120403,1207,Not eating,20120401,20120401,Animal Owner,Unknown,Gel
708,Dog,Male,0,0,Chihuahua,Milbemycin/Lufenuron Tablets,Ongoing,20200728,2190,Unclassifiable adverse event,20200728,,Animal Owner,Oral,Tablet
709,Dog,Female,4.00,24.494,Retriever - Golden,Sarolaner,Outcome Unknown,20200817,645,Seizure NOS,,20200725,Animal Owner,Oral,"Tablet, chewable"
710,Dog,Male,4.00,4.900,"['Terrier (unspecified)', 'Dog (unknown)']",Spinosad,Recovered/Normal,20121016,334,Vomiting,20121007,20121012,Animal Owner,Oral,"Tablet, chewable"
711,Dog,Female,7.00,12.292,Mountain Cur,Moxidectin,Ongoing,20201015,2430,Lack of efficacy (endoparasite) - heartworm,20191010,20191010,Veterinarian,Subcutaneous,Suspension
712,Dog,Female,2.00,40.000,Shepherd Dog - German,Afoxolaner 136 Mg Chewable Tablets,Outcome Unknown,20170821,302,Diarrhoea,20170818,20170818,Unknown,Oral,"Tablet, chewable"
713,Dog,Male,2.00,11.340,Hound (unspecified),Nitenpyram,Outcome Unknown,20210905,2649,Lack of efficacy (ectoparasite) - flea,20210810,20210817,Animal Owner,Oral,Tablet
714,Dog,Male,2.00,32.660,Greyhound,Milbemycin Oxime,Outcome Unknown,20201116,302,Diarrhoea,20200616,20200616,Animal Owner,Oral,"Tablet, chewable"
715,Dog,Female,4.00,13.381,Bulldog,Afoxolaner,Recovered/Normal,20210105,654,Ataxia,20201210,20201210,Animal Owner,Unknown,"Tablet, chewable"
716,Dog,Male,8.00,5.440,Spitz - German Pomeranian,Spinosad,Recovered/Normal,20110810,855,Panting,20110810,20110810,Animal Owner,Oral,"Tablet, chewable"
717,Dog,Male,9.00,29.480,"['Shepherd Dog - German', 'Dog (unknown)']",Spinosad,Recovered/Normal,20130220,313,Gastroenteritis,20120401,20120801,Animal Owner,Oral,"Tablet, chewable"
718,Dog,Female,6.00,34.470,"['Retriever - Labrador', 'Poodle (unspecified)']",Spinosad,Outcome Unknown,20130325,140,Not sleeping,20120922,20130321,Animal Owner,Oral,"Tablet, chewable"
719,Dog,Female,0,11.200,Crossbred Canine/dog,Afoxolaner 68 Mg Chewable Tablets,Outcome Unknown,20170130,1756,Skin disorders NOS,20170116,20170116,Unknown,Oral,"Tablet, chewable"
720,Dog,Female,2.00,5.810,"['Shih Tzu', 'Poodle (unspecified)']",Spinosad,Outcome Unknown,20120525,1039,Lack of efficacy - NOS,20110817,20120517,Animal Owner,Oral,"Tablet, chewable"
721,Dog,Unknown,0,36.290,Dog (unknown),Spinosad,Recovered with Sequela,20130712,1756,Skin disorders NOS,20130101,20130701,Animal Owner,Oral,"Tablet, chewable"
722,Cat,Female,8.00,5.900,Domestic Shorthair,Selamectin,Outcome Unknown,20131018,3,Application site hair loss,20131016,20131016,Animal Owner,Topical,Solution
723,Human,Male,3.00,15.400,Unknown,Phenylpropanolamine,Recovered/Normal,20130808,344,Gagging,20130808,20130808,Patient,Oral,"Tablet, chewable"
724,Dog,Male,7.00,6.800,Terrier - Jack Russell,Spinosad,Outcome Unknown,20130916,2649,Lack of efficacy (ectoparasite) - flea,20130830,20130830,Animal Owner,Oral,"Tablet, chewable"
725,Dog,Female,4.00,30.930,Collie (unspecified),"Ivermectin 272Mcg, Pyrantel Pamoate 228Mg, Praziquantel 228Mg",Outcome Unknown,20130724,2798,Lack of efficacy (endoparasite) - hookworm,20130705,20130705,Animal Owner,Oral,"Tablet, chewable"
726,Horse,Unknown,.00,299.370,Horse (unknown),Ivermectin,Died,19890509,406,Blindness,,,Unknown,Oral,Paste
727,Horse,Male,27.00,0,Horse (unknown),Pergolide Mesylate,Outcome Unknown,20130829,264,Colic,20130201,20130601,Animal Owner,Oral,Tablet
728,Dog,Male,7.00,30.390,American Pit Bull Terrier,"Ivermectin 272Mcg, Pyrantel Pamoate 228Mg, Praziquantel 228Mg",Outcome Unknown,20120402,837,Abnormal breathing,20120401,20120401,Other,Oral,"Tablet, chewable"
729,Dog,Female,11.00,2.270,Spitz - German Pomeranian,Spinosad,Recovered/Normal,20120815,334,Vomiting,20120814,20120814,Animal Owner,Oral,"Tablet, chewable"
730,Dog,Female,4.00,8.300,Dachshund (unspecified),Spinosad,Recovered/Normal,20120620,334,Vomiting,20120101,20120720,Animal Owner,Oral,"Tablet, chewable"
731,Horse,Mixed,0,0,Horse (unknown),"Ivermectin, Praziquantel",Unknown,20140205,20,Application site swelling,,,Unknown,Oral,Paste
732,Horse,Male,23.00,0,Paint,Pergolide Mesylate,Outcome Unknown,20130426,998,Decreased appetite,20130422,,Other,Oral,Tablet
733,Dog,Unknown,17.00,46.266,Shepherd Dog - German,Spinosad,Outcome Unknown,20140701,1039,Lack of efficacy - NOS,20130209,20140601,Animal Owner,Oral,"Tablet, chewable"
734,Dog,Female,1.00,58.970,Mastiff,Spinosad,Outcome Unknown,20140319,292,Drooling,20130915,20140318,Animal Owner,Oral,"Tablet, chewable"
735,Dog,Female,4.00,34.790,Dog (other),Ivermectin/Pyrantel Pamoate Chewable 272Mcg/652Mg,Outcome Unknown,20130125,1018,Lethargy (see also Central nervous system depression in 'Neurological'),20121127,,Animal Owner,Oral,"Tablet, chewable"
736,Dog,Female,5.00,19.050,"['Collie - Border', 'Dog (unknown)']",Spinosad,Outcome Unknown,20140425,304,Loose stool,20111001,20140420,Animal Owner,Oral,"Tablet, chewable"
737,Dog,Female,2.00,5.580,Terrier - Yorkshire,Spinosad,Recovered/Normal,20121127,335,Emesis,20120615,20121126,Animal Owner,Oral,"Tablet, chewable"
738,Dog,Female,4.50,4.880,"['Spaniel - Cocker American', 'Poodle (unspecified)']",Spinosad,Recovered/Normal,20110907,335,Emesis,20110903,20110903,Animal Owner,Oral,"Tablet, chewable"
739,Dog,Female,14.00,20.280,Crossbred Canine/dog,Ivermectin/Pyrantel Pamoate Chewable 136Mcg/326Mg,Outcome Unknown,20130523,305,Digestive tract disorder NOS,20130301,20130507,Animal Owner,Oral,"Tablet, chewable"
740,Dog,Male,3.00,25.400,Pointing Dog - Hungarian Short-haired (Vizsla),Ivermectin/Pyrantel Chew. Dog 272Mcg/227Mg,Recovered with Sequela,20120213,202,Cardiac disorder NOS,20081009,20110501,Animal Owner,Oral,"Tablet, chewable"
741,Dog,Male,8.00,20.730,Spaniel - Cocker American,Fluralaner Chew Tablets,Outcome Unknown,20140804,1039,Lack of efficacy - NOS,20140707,20140707,Animal Owner,Oral,"Tablet, chewable"
742,Dog,Female,3.00,1.810,Chihuahua,Moxidectin,Outcome Unknown,20130219,334,Vomiting,20130209,20130209,Veterinarian,Subcutaneous,Suspension
743,Dog,Female,2.00,9.530,Beagle,Spinosad,Recovered/Normal,20120405,334,Vomiting,20120405,20120405,Animal Owner,Oral,"Tablet, chewable"
744,Dog,Female,5.00,19.960,"['Retriever - Labrador', 'Crustacea (unknown)']",Melarsomine Dihydrochloride Injection,Outcome Unknown,20120423,668,Collapse (see also 'Cardio-vascular' and 'Systemic disorders'),20120309,,Veterinarian,Intramuscular,Suspension
745,Dog,Female,11.00,9.340,Beagle,Spinosad,Outcome Unknown,20130906,1039,Lack of efficacy - NOS,20121101,20130801,Animal Owner,Oral,"Tablet, chewable"
746,Human,Female,47.00,82.550,Unknown,Milbemycin Oxime,Recovered/Normal,20130506,1115,Generalised allergic reaction NOS,20130504,20130504,Other,Topical,Tablet
747,Dog,Male,16.00,6.010,Schipperke,Milbemycin Oxime,Recovered/Normal,20140520,1018,Lethargy (see also Central nervous system depression in 'Neurological'),20140520,20140520,Animal Owner,Oral,Tablet
748,Dog,Female,1.00,4.990,Dachshund (unspecified),Spinosad,Recovered with Sequela,20140430,334,Vomiting,20130915,20140419,Animal Owner,Oral,"Tablet, chewable"
749,Dog,Female,4.00,29.480,Crossbred Canine/dog,Spinosad,Recovered/Normal,20140407,119,Restlessness,20140405,20140405,Animal Owner,Oral,"Tablet, chewable"
